Finalized HDI table (from 3A and 3B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,United States,32.5,3,Yes Kids,ltuni,7,15000,NA,0,0,Medium-Sized,Separated,0,3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,2,2,2,3,2,5,4,5,3,3,5,5,5,5,5,5,5,5,5,1,3,2,1,5,yes,yes,Other,5,4.733333,4.05,2.4,0.92,Very High Human Development
3795,United States,55,2,Yes Kids,high,3,35000,NA,3,0,Medium-Sized,Married,3,1,3,3,2,2,2,3,2,3,3,2,2,4,2,2,3,3,2,3,1,3,4,3,2,2,3,4,4,2,3,2,4,3,2,3,3,4,4,4,3,2,1,2,3,2,2,yes,yes,Other,2.4,2.533333,3.05,2,0.92,Very High Human Development
3796,United States,32.5,3,Yes Kids,ma,6,15000,NA,0,0,Rural/Country,Married,1,0,4,4,2,2,3,1,4,4,5,5,2,5,5,3,5,1,3,2,4,3,5,4,4,2,2,2,3,3,5,5,1,5,2,1,5,4,5,3,5,5,3,2,2,2,2,yes,yes,Other,3,3.466667,3.55,2.2,0.92,Very High Human Development
3797,United States,45,2,Yes Kids,phd,3,67500,NA,13,0,Small Town,Married,0,1,4,3,2,2,2,2,2,3,3,3,1,4,4,2,3,4,4,2,3,3,4,2,4,3,3,3,4,3,5,4,4,3,3,3,4,4,4,4,3,4,4,4,2,4,2,yes,no,Other,2.6,2.866667,3.55,3.2,0.92,Very High Human Development
3798,United States,67.5,3,Yes Kids,phd,5,250000,NA,1,0,Village,Married,1,1,4,5,5,2,2,2,2,3,4,3,1,3,3,4,3,3,3,4,3,1,3,3,4,2,4,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,3,5,4,yes,yes,Other,3.6,2.8,3.5,3.8,0.92,Very High Human Development
3799,United States,19,3,No Kids,high,3,10000,NA,1,0,Rural/Country,Single,0,0,5,4,4,4,4,5,3,5,3,4,2,5,4,4,3,5,4,5,3,5,5,2,4,5,4,4,5,4,4,5,2,5,2,5,4,3,4,4,4,4,2,2,2,2,1,yes,yes,Other,4.2,4,3.95,1.8,0.92,Very High Human Development
3800,United States,16.5,2,No Kids,ltuni,6,10000,NA,NA,0,Small Town,Single,0,0,5,5,5,5,5,2,3,5,4,4,5,5,5,5,5,2,5,5,5,5,5,5,5,5,1,1,5,5,5,1,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,yes,yes,Other,5,4.333333,4.35,1,0.92,Very High Human Development
3801,United States,25,3,No Kids,deg,4,25000,NA,3,0,Small Town,,0,0,3,4,3,2,2,2,4,5,3,4,4,4,4,4,4,4,4,3,4,4,5,1,4,2,1,4,3,3,4,3,3,4,2,3,4,5,4,4,5,4,2,2,3,3,2,yes,yes,Other,2.8,3.8,3.4,2.4,0.92,Very High Human Development
3802,United States,45,2,Yes Kids,ma,6,NA,NA,10,0,Large-City,Married,1,0,4,2,1,1,2,1,4,5,4,2,1,3,4,2,4,3,4,2,5,2,4,2,3,5,1,3,3,3,4,2,5,5,2,3,4,2,2,5,5,3,3,3,3,4,1,yes,no,Other,2,3.066667,3.3,2.8,0.92,Very High Human Development
3803,United States,55,3,Yes Kids,ma,3,150000,NA,1,4,Village,Married,2,0,2,1,1,1,1,1,1,4,1,2,2,1,3,1,3,1,3,1,1,1,1,1,4,1,1,1,2,3,3,1,5,3,4,2,4,4,1,5,1,3,1,1,2,3,2,yes,no,Other,1.2,1.733333,2.5,1.8,0.92,Very High Human Development
3804,United States,28,2,No Kids,ma,7,45000,NA,0,1,Rural/Country,Married,0,0,4,4,4,3,3,2,3,3,5,3,1,4,3,3,4,2,5,3,5,4,4,4,4,3,5,4,4,4,4,5,5,4,2,2,3,2,2,5,5,4,4,4,4,4,3,yes,yes,Other,3.6,3.333333,3.75,3.8,0.92,Very High Human Development
3805,United States,55,2,Yes Kids,dip,7,250000,NA,0,0,Medium-Sized,Married,1,2,2,2,3,2,1,2,2,3,3,3,2,2,2,2,2,1,3,1,3,2,2,1,1,5,1,1,4,3,2,3,2,3,3,3,2,2,1,3,3,2,4,4,4,5,4,no,,Other,2,2.2,2.35,4.2,0.92,Very High Human Development
3806,United States,28,2,No Kids,phd,7,35000,NA,1,0,Small Town,Married,0,0,2,3,1,1,1,1,2,4,3,4,4,4,4,4,5,2,2,3,3,3,3,1,1,3,3,3,1,1,4,3,2,3,1,3,5,3,1,4,3,5,3,2,2,3,3,yes,no,Other,1.6,3.2,2.65,2.6,0.92,Very High Human Development
3807,United States,28,2,No Kids,deg,3,150000,NA,0,4,Village,Single,0,0,2,3,2,1,1,4,2,5,3,2,3,3,3,2,3,4,3,5,2,4,4,4,4,4,3,4,4,2,3,3,4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,yes,no,Other,1.8,3.2,3.6,3.8,0.92,Very High Human Development
3808,United States,16.5,2,No Kids,high,4,NA,NA,0,5,Village,Single,0,0,4,4,3,4,3,2,2,4,5,5,5,5,5,5,5,2,1,4,1,5,5,3,4,4,4,3,5,2,5,5,4,5,3,4,5,5,5,2,5,5,3,3,2,2,1,yes,yes,Other,3.6,3.733333,4.15,2.2,0.92,Very High Human Development
3809,United States,37.5,3,Yes Kids,ma,4,150000,NA,10,0,Village,Married,1,1,4,4,4,3,3,2,2,4,4,5,5,5,5,5,5,2,4,5,5,4,5,1,5,3,5,3,3,5,5,5,1,5,3,3,5,5,5,5,5,5,1,5,2,5,3,yes,yes,Other,3.6,4.133333,4.1,3.2,0.92,Very High Human Development
3810,United States,32.5,3,No Kids,phd,3,250000,NA,8,0,Village,Single,0,0,5,4,4,4,4,2,4,5,5,4,3,5,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,5,5,5,5,2,5,4,5,5,4,5,4,4,4,4,5,5,yes,yes,Other,4.2,4.266667,4.4,4.4,0.92,Very High Human Development
3811,United States,37.5,2,No Kids,ltuni,7,10000,NA,0,0,Small Town,Married,0,0,5,5,5,5,5,2,2,5,4,4,2,3,3,4,5,4,2,4,2,4,5,3,5,5,4,4,4,5,5,2,2,5,4,4,5,5,4,5,5,5,1,1,1,1,1,yes,yes,Other,5,3.333333,4.3,1,0.92,Very High Human Development
3812,United States,37.5,3,Yes Kids,ma,4,10000,NA,3,7,Village,Married,1,0,4,4,4,4,4,3,1,5,1,5,4,4,4,5,4,2,2,4,1,4,5,3,3,4,4,4,4,4,4,1,1,4,3,5,5,3,3,5,5,5,2,3,2,2,2,yes,yes,Other,4,3.266667,3.75,2.2,0.92,Very High Human Development
3813,United States,NA,2,No Kids,ma,3,55000,NA,12,0,Village,Single,0,0,2,4,2,3,3,2,1,2,2,2,1,2,2,1,3,4,1,3,2,4,2,2,2,4,4,3,2,3,3,2,3,3,3,4,2,4,4,2,3,2,2,3,3,5,3,yes,no,Other,2.8,2.133333,2.85,3.2,0.92,Very High Human Development
3814,United States,55,2,Yes Kids,ma,4,25000,NA,10,0,Small Town,Married,0,1,3,5,3,1,1,1,4,5,5,5,5,5,3,5,5,1,5,1,4,3,5,2,2,2,3,3,4,3,5,3,3,5,2,3,4,3,1,5,4,3,3,5,2,2,2,yes,yes,Other,2.6,3.8,3.25,2.8,0.92,Very High Human Development
3815,United States,37.5,3,No Kids,ma,3,150000,NA,2,0,Village,Married,0,0,5,5,5,4,4,4,5,3,4,1,4,5,5,5,4,5,5,5,1,2,4,4,4,4,4,4,4,5,1,4,4,4,4,4,5,1,4,4,5,4,2,2,1,4,2,yes,yes,Other,4.6,3.866667,3.85,2.2,0.92,Very High Human Development
3816,United States,32.5,2,No Kids,phd,3,45000,NA,0,6,Small Town,Single,0,0,5,5,5,4,4,1,2,3,5,4,4,5,5,3,5,5,5,5,5,3,5,4,4,5,5,5,5,4,5,5,5,5,1,3,5,5,5,4,5,3,3,2,3,2,2,yes,yes,Other,4.6,4,4.4,2.4,0.92,Very High Human Development
3817,United States,32.5,2,No Kids,deg,3,87500,NA,13,0,Large Town,Divorced,0,0,4,3,3,2,2,2,3,3,4,3,4,5,5,4,4,3,5,5,4,4,5,2,3,3,3,3,4,2,5,3,4,5,1,2,4,4,4,3,3,2,3,4,3,3,3,yes,yes,Other,2.8,3.866667,3.25,3.2,0.92,Very High Human Development
3818,United States,37.5,2,No Kids,phd,4,45000,NA,4,0,Small Town,Married,0,0,3,3,3,3,4,1,1,4,2,3,2,2,5,4,2,3,2,3,1,3,2,2,4,4,2,3,4,4,4,1,2,4,1,3,5,3,2,4,4,5,2,3,2,2,4,yes,no,Other,3.2,2.533333,3.15,2.6,0.92,Very High Human Development
3819,United States,45,2,No Kids,ma,3,55000,NA,6,0,Large Town,Divorced,0,0,4,4,3,2,2,2,2,3,3,5,1,3,5,3,4,3,4,5,2,3,3,2,2,1,5,1,5,3,4,2,3,4,3,3,4,4,3,5,5,4,3,3,4,3,2,yes,yes,Other,3,3.2,3.3,3,0.92,Very High Human Development
3820,United States,45,2,Yes Kids,deg,3,150000,NA,3,0,Village,Married,1,1,3,3,3,2,2,1,1,3,3,2,3,2,3,2,5,2,2,1,2,3,5,1,2,3,5,5,4,3,4,1,4,4,5,2,4,5,5,4,3,4,3,4,4,4,2,yes,no,Other,2.6,2.333333,3.65,3.4,0.92,Very High Human Development
3821,United States,45,2,Yes Kids,ltuni,4,67500,NA,8,0,Village,Married,1,0,4,4,4,4,4,1,1,5,1,1,2,3,3,1,1,2,1,1,1,3,4,1,1,3,1,1,4,2,4,1,4,4,1,1,3,1,1,4,4,5,3,3,3,4,4,yes,no,Other,4,1.8,2.5,3.4,0.92,Very High Human Development
3822,United States,37.5,3,No Kids,phd,3,67500,NA,5,0,Large-City,Married,0,0,4,4,3,3,3,1,1,2,2,3,1,2,3,3,3,3,1,2,1,2,4,1,3,3,1,3,3,3,3,2,2,4,1,3,3,4,3,3,3,3,4,4,3,4,3,yes,no,Other,3.4,2,2.75,3.6,0.92,Very High Human Development
3823,United States,55,3,Yes Kids,ma,4,10000,NA,2,0,Small Town,Married,1,1,3,3,2,2,3,2,1,2,1,3,3,2,3,2,3,2,1,3,1,2,3,2,3,2,2,3,2,4,4,2,4,4,3,3,5,4,2,4,3,4,3,3,3,2,2,yes,no,Other,2.6,2.066667,3.15,2.6,0.92,Very High Human Development
3824,United States,32.5,2,No Kids,ma,4,45000,NA,1,3,Village,Married,0,0,2,2,1,2,2,2,3,2,4,3,2,3,3,3,3,2,5,2,4,3,3,2,3,4,3,2,4,3,4,2,4,3,3,4,4,4,2,3,3,3,3,4,3,4,3,yes,yes,Other,1.8,2.933333,3.15,3.4,0.92,Very High Human Development
3825,United States,28,2,No Kids,deg,3,55000,NA,2,0,Small Town,Single,0,0,3,3,1,1,1,1,1,5,2,1,3,4,3,1,2,3,2,3,1,1,5,1,2,5,4,2,3,2,4,1,2,5,3,2,5,5,5,3,4,4,4,4,4,3,2,yes,yes,Other,1.8,2.2,3.35,3.4,0.92,Very High Human Development
3826,United States,32.5,3,Yes Kids,ma,6,10000,NA,13,0,Village,Married,0,2,5,5,3,2,2,2,4,5,4,5,2,5,5,5,5,3,4,3,5,2,5,3,3,4,3,3,5,4,5,5,1,4,4,4,5,4,4,4,4,4,4,4,4,4,3,yes,yes,Other,3.4,3.933333,3.9,3.8,0.92,Very High Human Development
3827,United States,37.5,2,No Kids,phd,3,150000,NA,2,0,Village,Single,0,0,4,3,2,2,2,1,2,3,3,5,1,2,4,4,4,5,3,3,2,4,5,3,2,3,4,3,5,2,4,2,2,5,3,4,4,4,3,4,5,5,1,2,2,2,1,yes,no,Other,2.6,3.066667,3.6,1.6,0.92,Very High Human Development
3828,United States,45,2,Yes Kids,deg,5,250000,NA,2,0,Small Town,Married,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,2,3,2,2,1,3,1,4,2,2,2,3,3,2,4,2,3,4,4,4,4,3,no,no,Other,1.2,1.2,2.3,3.8,0.92,Very High Human Development
3829,United States,28,3,No Kids,deg,6,15000,NA,2,0,Medium-Sized,Single,0,0,3,3,3,1,1,1,1,5,1,2,2,2,2,1,3,5,1,1,1,2,3,1,1,1,1,2,3,2,5,1,1,5,3,2,1,2,1,5,5,5,1,1,1,3,1,yes,no,Other,2.2,2,2.5,1.4,0.92,Very High Human Development
3830,United States,45,2,No Kids,ma,3,55000,NA,10,7,Small Town,Single,0,0,4,3,3,2,2,1,1,2,2,3,3,1,3,2,2,3,2,3,2,3,3,2,2,4,1,5,3,3,4,1,2,4,3,2,3,3,2,4,3,4,4,4,5,4,3,yes,no,Other,2.8,2.2,2.9,4,0.92,Very High Human Development
3831,United States,67.5,3,Yes Kids,phd,3,250000,NA,12,0,Small Town,Married,0,2,3,3,3,2,2,1,2,3,3,2,1,2,3,2,2,2,3,3,2,2,3,1,3,1,1,2,3,3,3,1,2,3,2,3,3,4,2,3,2,3,3,3,3,3,3,no,no,Other,2.6,2.2,2.4,3,0.92,Very High Human Development
3832,United States,45,3,Yes Kids,ma,3,87500,NA,2,0,Village,Married,0,2,3,3,2,2,2,3,3,5,4,3,2,4,4,4,4,2,3,1,3,4,4,2,2,3,2,3,4,2,4,4,3,4,3,3,4,2,3,4,3,4,3,4,3,3,2,yes,yes,Other,2.4,3.266667,3.15,3,0.92,Very High Human Development
3833,United States,37.5,3,No Kids,ma,3,87500,NA,3,0,Small Town,Single,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,no,no,Other,1,1,1,3,0.92,Very High Human Development
3834,United States,55,2,Yes Kids,ma,3,25000,NA,2,0,Large Town,Married,0,2,4,4,4,3,3,4,2,3,3,4,2,3,4,4,4,4,2,4,3,3,3,3,4,2,4,2,4,3,3,3,3,4,4,4,4,5,3,4,3,2,3,2,3,4,4,yes,no,Other,3.6,3.266667,3.35,3.2,0.92,Very High Human Development
3835,United States,55,2,Yes Kids,deg,7,87500,NA,1,11,Village,Divorced,0,1,3,3,3,2,2,2,2,4,3,3,2,3,4,3,3,4,4,3,2,3,3,3,2,5,3,3,2,4,3,2,3,3,2,3,4,3,2,5,4,4,1,1,1,2,1,yes,yes,Other,2.6,3,3.15,1.2,0.92,Very High Human Development
3836,United States,32.5,3,Yes Kids,deg,3,87500,NA,13,0,Small Town,Married,0,1,5,5,4,3,3,5,4,5,2,5,1,5,5,1,4,5,4,5,3,5,5,4,3,3,5,4,5,3,5,2,3,5,5,4,4,3,3,4,4,4,4,5,5,5,4,yes,yes,Other,4,3.933333,3.9,4.6,0.92,Very High Human Development
3837,United States,21,2,No Kids,ltuni,6,10000,NA,0,0,Small Town,Single,0,0,4,2,2,1,1,1,1,3,3,2,4,4,5,2,4,1,2,2,2,3,4,2,1,1,1,2,2,3,3,2,2,4,1,2,4,3,2,3,3,3,4,4,5,5,5,yes,yes,Other,2,2.6,2.4,4.6,0.92,Very High Human Development
3838,United States,45,2,No Kids,ma,3,55000,NA,8,0,Large Town,Married,0,0,2,1,3,2,2,1,1,5,1,2,1,1,2,1,2,1,1,4,1,1,4,1,1,1,2,2,4,2,4,1,1,4,1,2,3,1,1,4,5,2,3,4,3,3,1,yes,yes,Other,2,1.666667,2.3,2.8,0.92,Very High Human Development
3839,United States,55,3,Yes Kids,phd,3,55000,NA,2,0,Large Town,Married,2,0,3,4,4,3,3,5,3,4,4,4,3,3,4,3,4,5,3,4,3,4,4,2,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,1,1,2,2,1,yes,yes,Other,3.4,3.733333,4,1.4,0.92,Very High Human Development
3840,United States,28,2,No Kids,ma,6,25000,NA,3,0,Village,Single,0,0,3,4,4,2,2,4,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,yes,yes,Other,3,4.6,4.8,4,0.92,Very High Human Development
3841,United States,37.5,3,No Kids,ltuni,3,45000,NA,8,6,Large Town,Single,0,0,3,4,4,4,4,3,4,3,4,5,4,4,4,5,5,3,4,4,4,5,4,4,3,3,3,4,4,3,5,4,4,3,3,4,4,4,3,3,5,4,2,2,2,2,1,yes,yes,Other,3.8,4.066667,3.7,1.8,0.92,Very High Human Development
3842,United States,32.5,2,No Kids,ma,3,55000,NA,1,4,Village,Single,0,0,4,4,4,3,3,1,2,2,5,3,4,4,4,3,4,1,4,3,4,4,4,2,4,5,3,3,4,3,4,4,4,4,1,2,3,3,3,2,3,2,4,4,4,3,3,yes,no,Other,3.6,3.2,3.15,3.6,0.92,Very High Human Development
3843,United States,45,2,Yes Kids,dip,3,55000,NA,3,0,Village,Married,0,2,3,3,2,1,1,1,2,2,2,1,2,1,1,5,2,4,4,4,2,3,2,2,1,4,4,5,3,2,4,2,2,1,4,1,3,4,3,4,2,1,4,4,5,5,2,no,no,Other,2,2.4,2.7,4,0.92,Very High Human Development
3844,United States,32.5,2,No Kids,phd,3,55000,NA,0,1,Village,Married,0,0,5,4,4,3,3,2,3,1,5,5,5,5,4,5,5,2,4,2,5,4,5,4,2,1,4,2,2,3,4,5,2,5,4,2,5,5,4,4,4,5,3,3,2,3,4,yes,yes,Other,3.8,3.8,3.6,3,0.92,Very High Human Development
3845,United States,45,2,No Kids,ma,4,67500,NA,2,0,Village,Married,0,0,4,5,5,5,5,2,1,2,1,2,1,4,5,3,3,3,1,2,1,3,4,1,1,4,3,4,5,4,5,3,4,5,1,2,4,3,3,5,5,5,5,5,5,5,5,yes,yes,Other,4.8,2.266667,3.55,5,0.92,Very High Human Development
3846,United States,19,2,No Kids,ltuni,6,10000,NA,2,0,Large Town,Single,0,0,5,5,5,5,5,1,2,3,4,2,1,5,5,2,5,5,3,5,1,4,5,1,1,3,5,2,5,5,5,5,5,5,3,3,5,4,5,5,5,5,4,5,4,4,4,yes,yes,Other,5,3.2,4.1,4.2,0.92,Very High Human Development
3847,United States,20,3,No Kids,ltuni,3,35000,NA,0,9,Small Town,Single,0,0,3,3,2,2,2,2,2,2,3,3,4,3,3,1,2,4,3,3,3,3,5,1,4,3,3,2,4,3,4,2,4,2,3,3,4,2,4,3,5,4,4,4,4,4,2,yes,yes,Other,2.4,2.733333,3.25,3.6,0.92,Very High Human Development
3848,United States,37.5,2,No Kids,deg,3,35000,NA,5,4,Village,Widowed,0,0,3,5,2,2,2,1,3,1,3,4,4,4,4,3,4,4,3,4,4,5,5,3,3,5,3,5,5,2,5,2,5,5,2,3,4,5,3,5,4,5,3,3,3,4,2,yes,yes,Other,2.8,3.4,3.95,3,0.92,Very High Human Development
3849,United States,45,3,Yes Kids,dip,3,35000,NA,12,0,Village,Married,2,0,4,4,3,2,2,3,1,4,4,3,4,4,4,2,4,1,1,3,2,4,5,1,2,4,3,2,4,3,5,4,5,5,3,3,3,5,4,4,4,4,4,3,3,4,3,yes,yes,Other,3,2.933333,3.65,3.4,0.92,Very High Human Development
3850,United States,55,3,Yes Kids,ma,3,87500,NA,2,0,Village,Single,0,2,3,3,3,2,1,2,2,4,2,2,2,2,3,1,3,1,3,2,2,2,2,2,1,2,1,1,2,2,3,2,2,3,3,3,4,4,3,2,1,2,4,4,4,4,3,no,no,Other,2.4,2.2,2.25,3.8,0.92,Very High Human Development
3851,United States,21,2,No Kids,ltuni,6,25000,NA,0,4,Village,Single,0,0,4,4,4,4,4,4,1,3,3,2,4,3,2,2,4,4,2,4,4,4,4,4,4,4,2,5,2,5,2,2,4,3,4,4,1,4,3,4,4,4,2,3,3,3,3,yes,yes,Other,4,3.066667,3.45,2.8,0.92,Very High Human Development
3852,United States,55,2,No Kids,deg,3,87500,NA,3,0,Medium-Sized,Widowed,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,2,1,1,1,1,5,3,5,1,1,3,2,1,1,1,2,1,3,3,1,5,4,4,5,4,no,no,Other,1.4,1.4,1.95,4.4,0.92,Very High Human Development
3853,United States,16.5,2,No Kids,lthigh,6,10000,NA,NA,0,Small Town,Single,0,0,4,4,4,2,3,2,4,5,5,3,1,4,4,2,4,3,5,4,4,4,4,3,3,5,3,3,3,4,5,3,4,4,3,3,4,5,3,3,4,4,4,4,4,4,3,yes,yes,Other,3.4,3.6,3.65,3.8,0.92,Very High Human Development
3854,United States,55,3,Yes Kids,ma,3,55000,NA,5,0,Large Town,Married,1,1,3,3,4,1,1,1,1,5,1,1,1,2,2,1,1,3,2,2,3,3,2,1,5,2,1,1,3,4,4,1,2,3,4,3,3,4,4,2,2,2,4,4,4,4,3,no,no,Other,2.4,1.933333,2.65,3.8,0.92,Very High Human Development
3855,United States,55,3,Yes Kids,deg,3,87500,NA,2,0,Large Town,Married,2,0,3,4,4,3,3,4,2,3,3,4,5,4,5,3,4,4,4,3,4,4,3,2,4,3,4,4,3,4,4,3,4,4,3,3,4,3,2,4,3,4,2,2,3,4,1,yes,yes,Other,3.4,3.733333,3.4,2.4,0.92,Very High Human Development
3856,United States,45,2,No Kids,ma,3,NA,NA,12,0,Large Town,Married,0,0,3,2,2,1,5,1,1,5,4,2,1,1,3,1,4,1,3,4,1,1,4,1,1,1,2,2,3,4,2,3,5,3,3,3,4,3,3,4,4,3,4,4,4,3,4,no,no,Other,2.6,2.2,2.9,3.8,0.92,Very High Human Development
3857,United States,55,2,No Kids,ma,3,55000,NA,2,0,Village,Married,0,0,3,3,2,2,2,2,2,2,3,4,5,4,3,3,3,2,3,3,2,3,3,2,3,2,4,2,3,2,3,2,3,3,3,2,3,3,2,4,3,3,4,4,4,4,4,yes,yes,Other,2.4,2.933333,2.75,4,0.92,Very High Human Development
3858,United States,37.5,2,No Kids,phd,4,87500,NA,5,3,Medium-Sized,Married,0,0,1,3,1,1,1,2,1,5,3,2,1,2,2,1,2,3,3,2,2,2,1,1,2,3,3,1,3,3,2,1,3,3,4,2,3,5,1,3,2,5,3,5,4,5,3,yes,no,Other,1.4,2.2,2.55,4,0.92,Very High Human Development
3859,United States,37.5,3,No Kids,ma,3,150000,NA,10,0,Village,Married,0,0,3,2,4,2,2,1,1,1,1,2,3,1,4,2,2,4,3,2,1,1,2,2,3,1,2,5,5,3,4,1,1,3,1,3,2,5,3,4,5,5,4,4,4,3,2,yes,yes,Other,2.6,1.933333,3,3.4,0.92,Very High Human Development
3860,United States,19,2,No Kids,ltuni,6,10000,NA,0,0,Small Town,,0,0,3,3,4,2,2,1,1,2,3,2,1,3,3,1,4,4,3,4,1,2,4,1,3,4,4,3,5,4,4,4,4,4,1,3,3,4,3,4,5,3,2,4,3,2,5,yes,no,Other,2.8,2.333333,3.5,3.2,0.92,Very High Human Development
3861,United States,22,2,No Kids,dip,3,15000,NA,0,3,Village,Single,0,0,3,1,1,1,1,1,1,2,2,2,1,1,3,2,2,3,3,3,1,1,4,4,4,4,3,3,3,2,4,2,2,5,3,3,4,4,4,3,3,3,4,5,5,5,3,yes,no,Other,1.4,1.866667,3.35,4.4,0.92,Very High Human Development
3862,United States,37.5,2,No Kids,deg,3,87500,NA,10,0,Village,Married,0,0,3,2,4,1,1,1,3,4,3,1,3,3,2,1,1,2,3,2,3,1,2,1,4,5,3,3,1,4,2,1,5,1,2,3,3,4,4,3,2,3,3,3,3,4,3,yes,yes,Other,2.2,2.2,2.8,3.2,0.92,Very High Human Development
3863,United States,45,3,Yes Kids,ltuni,3,150000,NA,8,0,Large Town,Married,2,2,1,3,3,1,1,1,1,3,2,1,1,2,3,2,2,3,1,2,1,2,3,1,2,2,4,1,4,1,4,3,4,3,2,4,3,3,2,3,4,4,3,5,3,4,3,yes,no,Other,1.8,1.8,2.85,3.6,0.92,Very High Human Development
3864,United States,55,2,Yes Kids,ma,4,87500,NA,NA,0,Village,Divorced,1,0,2,2,2,2,3,2,3,3,3,2,1,1,3,1,2,3,3,4,3,3,3,2,1,5,3,1,3,3,3,3,4,3,4,4,3,1,2,4,3,3,4,4,4,4,2,no,no,Other,2.2,2.466667,2.9,3.6,0.92,Very High Human Development
3865,United States,67.5,2,No Kids,ltuni,NA,10000,NA,0,0,Village,Divorced,0,0,5,5,5,5,5,4,1,2,3,5,5,3,5,3,5,2,3,4,2,5,5,5,3,5,5,3,5,5,5,2,1,5,5,5,1,5,4,5,5,5,1,1,1,1,1,yes,no,Other,5,3.466667,4.2,1,0.92,Very High Human Development
3866,United States,28,3,No Kids,ma,6,25000,NA,4,0,Village,Single,0,0,2,3,4,2,2,1,1,3,3,3,1,2,3,3,4,3,3,2,2,2,4,3,4,4,4,2,3,3,4,2,3,4,3,2,4,5,3,4,3,3,4,4,4,4,4,yes,no,Other,2.6,2.4,3.35,4,0.92,Very High Human Development
3867,United States,55,3,Yes Kids,ltuni,5,150000,NA,0,0,Rural/Country,Married,1,1,3,3,2,2,2,1,1,2,2,1,3,1,2,1,1,2,1,2,1,2,2,1,1,2,3,2,3,2,3,1,4,3,1,2,2,4,3,2,3,2,4,2,2,4,1,no,no,Other,2.4,1.533333,2.3,2.6,0.92,Very High Human Development
3868,United States,55,2,No Kids,ma,3,NA,NA,7,6,Rural/Country,Married,0,0,3,4,4,2,2,1,2,3,4,3,4,4,4,2,4,4,4,3,4,2,3,2,2,4,2,1,3,4,4,4,4,3,1,1,4,4,2,3,2,2,4,3,5,5,4,yes,no,Other,3,3.2,2.75,4.2,0.92,Very High Human Development
3869,United States,28,3,No Kids,deg,3,55000,NA,3,0,Small Town,Single,0,0,5,4,5,4,4,3,4,5,4,3,4,4,4,3,3,5,3,3,4,5,4,5,4,5,5,2,5,4,4,5,1,4,4,5,4,5,5,4,3,4,3,5,4,4,4,yes,yes,Other,4.4,3.8,4.1,4,0.92,Very High Human Development
3870,United States,45,2,Yes Kids,phd,3,67500,NA,5,2,Large Town,Married,1,0,3,1,1,1,1,1,1,2,3,2,3,1,1,2,3,3,2,3,1,2,2,1,1,1,2,1,3,1,4,1,3,4,3,1,1,4,3,3,3,2,4,3,3,3,3,no,no,Other,1.4,2,2.2,3.2,0.92,Very High Human Development
3871,United States,55,3,Yes Kids,deg,5,67500,NA,0,0,Small Town,Married,1,1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,3,1,2,2,1,3,2,5,2,2,2,1,3,4,4,4,5,yes,no,Other,1.4,1.6,1.85,4,0.92,Very High Human Development
3872,United States,67.5,3,No Kids,ltuni,3,35000,NA,0,5,Village,Single,0,0,2,3,4,3,2,2,2,5,2,2,4,2,3,2,2,2,2,2,2,4,3,2,2,2,2,3,3,4,2,2,2,2,2,2,3,3,2,3,4,4,1,2,3,1,2,no,no,Other,2.8,2.533333,2.6,1.8,0.92,Very High Human Development
3873,United States,32.5,3,No Kids,ltuni,4,25000,NA,2,8,Village,Married,0,0,3,3,2,1,1,1,2,1,3,1,1,1,3,1,1,4,3,4,3,1,3,2,2,5,3,2,2,2,3,1,3,5,1,2,2,3,2,3,1,1,3,4,3,2,3,no,no,Other,2,2,2.4,3,0.92,Very High Human Development
3874,United States,28,2,No Kids,phd,6,25000,NA,3,0,Medium-Sized,Single,0,0,1,1,3,1,1,1,2,4,3,3,1,1,3,1,1,3,3,5,2,3,3,1,3,3,5,3,1,3,2,1,2,1,1,3,3,5,3,3,1,3,4,4,5,5,3,yes,yes,Other,1.4,2.4,2.5,4.2,0.92,Very High Human Development
3875,United States,37.5,2,Yes Kids,ma,3,250000,NA,0,4,Village,Married,0,2,4,4,4,4,4,4,2,1,4,4,4,4,3,4,4,3,3,3,5,5,4,4,2,3,4,2,4,3,4,4,5,4,4,5,4,2,4,4,4,3,2,2,2,2,1,yes,yes,Other,4,3.533333,3.65,1.8,0.92,Very High Human Development
