"","ID","DP_1","DP_2","DP_3","DP_4","DP_5","AIP_1","AIP_2","AIP_3","AIP_4","AIP_5","AIP_6","AIP_7","AIP_8","AIP_9","AIP_10","AIP_11","AIP_12","AIP_13","AIP_14","AIP_15","GP_1","GP_2","GP_3","GP_4","GP_5","GP_6","GP_7","GP_8","GP_9","GP_10","GP_11","GP_12","GP_13","GP_14","GP_15","GP_16","GP_17","GP_18","GP_19","GP_20","SWLS_1","SWLS_2","SWLS_3","SWLS_4","SWLS_5","Self_Score","Others_Score","DP_Avg","AIP_Avg","GP_Avg","SWLS_Avg","Country_Res","Age","Gender","Kids","Edu","Work_Status","Annual_Inc","Current_Occ","Employ_Yrs","Employ_Mths","Comm_Size","Married","Num_sons","Num_daught","HDI","HDI_Cat"
"3896",3896,3,3,2,2,2,1,1,1,2,2,1,1,1,1,5,2,1,4,1,3,4,1,1,1,1,1,1,1,4,1,5,4,2,1,2,3,1,2,4,2,3,4,4,3,2,"yes","no",2.4,1.8,2.1,3.2,"United States",55,"Female","No","ma","part-time",150000,NA,5,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"3897",3897,4,4,3,2,2,1,1,5,1,3,1,4,4,2,4,5,1,3,1,3,3,4,2,2,5,3,4,4,4,1,1,4,2,1,3,5,5,3,4,2,2,4,4,4,2,"yes","yes",3,2.6,3.1,3.2,"United States",32.5,"Male","No","deg","full-time",45000,NA,1,0,"Small Town","Single",1,0,0.92,"Very High"
"3898",3898,4,4,4,4,4,3,3,3,4,4,2,2,3,4,4,3,1,2,2,3,3,2,2,2,3,3,3,4,3,2,2,3,3,3,3,4,3,3,4,2,2,2,3,3,2,"yes","yes",4,2.86667,2.85,2.4,"United States",37.5,"Female","No","ma","full-time",35000,NA,0,3,"Village","Married",1,0,0.92,"Very High"
"3899",3899,3,2,2,1,1,2,1,4,3,3,2,2,3,2,2,2,1,1,1,3,3,2,3,3,3,2,3,2,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,2,2,"yes","yes",1.8,2.13333,3,2.6,"United States",45,"Female","No","ltuni","part-time",45000,NA,0,0,"Village","Single",1,0,0.92,"Very High"
"3900",3900,2,3,3,2,2,1,3,3,3,3,1,3,2,3,2,4,3,3,3,3,3,2,3,2,1,3,2,3,2,1,2,2,2,2,3,2,2,4,3,4,1,1,1,2,1,"yes","yes",2.4,2.66667,2.4,1.2,"United States",55,"Male","No","ltuni","full-time",67500,NA,10,4,"Small Town","Single",1,0,0.92,"Very High"
"3901",3901,2,3,5,3,3,3,2,5,4,1,1,5,4,2,4,2,5,2,5,4,4,3,5,5,1,3,5,5,5,4,5,3,3,3,3,4,4,2,3,4,5,5,5,5,5,"yes","yes",3.2,3.26667,3.7,5,"United States",28,"Male","No","deg","full-time",87500,NA,3,1,"Small Town",NA,1,0,0.92,"Very High"
"3902",3902,4,4,4,3,3,1,1,5,1,2,1,2,3,2,3,3,2,3,2,3,3,3,3,3,1,4,3,3,4,2,2,4,1,2,3,5,3,4,3,4,3,4,4,4,2,"yes","yes",3.6,2.26667,3,3.4,"United States",55,"Male","Yes","ltuni","full-time",25000,NA,4,0,"Small Town","Married",1,2,0.92,"Very High"
"3903",3903,4,3,5,3,3,1,1,1,2,1,2,2,3,1,3,3,2,2,2,1,3,2,2,1,3,2,3,4,4,2,2,3,1,2,3,3,2,3,3,2,3,4,4,3,4,"yes","no",3.6,1.8,2.5,3.6,"United States",20,"Male","No","ltuni","student",10000,NA,0,0,"Large Town","Single",1,0,0.92,"Very High"
"3904",3904,5,5,3,5,5,4,3,4,5,5,4,5,5,5,5,4,3,4,3,5,5,4,4,5,3,3,5,3,5,4,4,5,4,3,5,5,5,5,5,5,2,2,2,2,2,"yes","yes",4.6,4.26667,4.35,2,"United States",32.5,"Male","No","ltuni","unemployed",25000,NA,0,3,"Village","Single",1,0,0.92,"Very High"
"3905",3905,4,3,4,2,2,1,2,5,3,2,2,3,3,2,2,4,4,2,5,2,2,3,5,3,2,3,4,4,3,3,4,3,1,5,4,5,3,2,2,2,1,2,2,2,1,"yes","yes",3,2.8,3.15,1.6,"United States",37.5,"Male","Yes","ltuni","full-time",35000,NA,7,2,"Village","Single",8,0,0.92,"Very High"
"3906",3906,2,4,3,3,3,2,4,4,4,4,1,5,4,3,4,2,5,3,4,3,3,2,2,5,4,4,5,2,5,3,4,5,2,3,4,3,4,5,5,4,2,3,1,3,1,"yes","yes",3,3.46667,3.7,2,"United States",25,"Female","No","deg","student",10000,NA,4,0,"Small Town","Single",1,0,0.92,"Very High"
"3907",3907,3,4,4,4,3,1,3,4,4,3,4,4,4,3,3,3,4,3,4,3,4,3,3,4,2,3,4,4,4,3,4,4,3,2,4,3,3,4,5,3,2,2,2,2,3,"yes","yes",3.6,3.33333,3.45,2.2,"United States",24,"Male","No","deg","unemployed",15000,NA,0,0,"Village","Single",1,0,0.92,"Very High"
"3908",3908,5,5,5,3,3,1,1,1,1,5,1,3,5,2,5,3,1,1,2,2,5,1,1,5,5,2,5,4,5,1,1,5,5,3,5,4,3,5,5,5,5,5,4,4,1,"yes","yes",4.2,2.26667,3.75,3.8,"United States",32.5,"Male","No","ltuni","full-time",150000,NA,2,5,"Village","Married",1,0,0.92,"Very High"
"3909",3909,3,1,1,1,1,2,2,2,4,1,3,3,2,1,3,2,2,2,3,3,3,2,2,3,2,2,3,2,3,3,2,3,3,3,2,3,3,3,2,3,1,1,1,1,2,"yes","yes",1.4,2.33333,2.6,1.2,"United States",28,"Male","No","deg","full-time",67500,NA,6,0,"Village","Single",1,0,0.92,"Very High"
"3910",3910,3,5,5,4,4,2,3,2,4,4,4,5,4,2,2,2,4,2,4,4,4,1,3,5,4,2,4,5,4,1,4,4,2,4,5,4,4,5,3,5,1,4,2,2,2,"yes","yes",4.2,3.2,3.65,2.2,"United States",28,"Female","No","deg","unemployed",NA,NA,0,0,"Village","Single",1,0,0.92,"Very High"
"3911",3911,3,4,3,2,2,2,3,5,3,2,1,4,3,1,2,4,5,4,4,1,4,2,4,2,1,5,4,3,4,1,4,4,3,5,3,4,3,2,3,4,4,5,5,4,5,"yes","yes",2.8,2.93333,3.25,4.6,"United States",16.5,"Male","No","high","student",NA,NA,0,0,"Small Town","Single",1,0,0.92,"Very High"
"3912",3912,4,4,4,3,3,3,2,5,3,2,1,3,5,2,3,3,3,4,2,1,3,1,3,3,4,4,2,4,3,2,4,2,3,4,4,4,3,3,3,3,3,3,4,4,2,"no","no",3.6,2.8,3.1,3.2,"United States",19,"Female","No","ltuni","student",NA,NA,NA,0,"Small Town","Single",1,0,0.92,"Very High"
"3913",3913,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,4,3,3,2,2,2,2,3,3,2,2,2,2,3,1,2,3,3,2,3,3,2,2,2,3,4,3,4,4,4,"no","no",2,2.13333,2.35,3.8,"United States",67.5,"Female","Yes","phd","full-time",150000,NA,0,0,"Rural/Country","Widowed",8,0,0.92,"Very High"
"3914",3914,2,3,3,2,2,2,1,5,1,5,4,1,4,5,3,2,1,5,1,3,3,1,3,2,4,2,4,3,4,1,1,4,3,2,4,2,2,5,5,5,1,1,1,1,1,"yes","yes",2.4,2.86667,3,1,"United States",45,"Female","No","dip","part-time",25000,NA,10,5,"Village","Single",1,0,0.92,"Very High"
"3915",3915,4,4,4,3,3,4,3,2,2,4,4,4,4,2,4,5,3,4,4,4,4,2,3,5,5,4,3,4,4,1,3,4,4,4,4,4,3,4,5,4,2,4,3,2,1,"yes","yes",3.6,3.53333,3.7,2.4,"United States",24,"Male","No","ma","full-time",45000,NA,2,0,"Large Town","Single",1,0,0.92,"Very High"
"3916",3916,5,5,4,4,4,2,3,5,4,4,4,5,5,3,4,4,4,4,4,3,3,3,4,5,5,4,3,4,4,4,4,4,4,4,5,4,4,4,5,4,2,2,3,3,2,"yes","yes",4.4,3.86667,4.05,2.4,"United States",25,"Male","No","deg","unemployed",10000,NA,0,0,"Large Town","Single",1,0,0.92,"Very High"
"3917",3917,4,4,3,3,3,2,2,4,5,4,2,2,1,2,3,2,3,2,5,3,5,2,2,4,4,4,4,2,5,1,2,4,1,1,2,4,3,4,3,5,4,5,5,5,4,"yes","no",3.4,2.8,3.1,4.6,"United States",28,"Male","No","phd","student",25000,NA,3,10,"Village","Married",1,0,0.92,"Very High"
"3918",3918,2,1,2,1,1,1,1,5,3,3,4,2,3,1,2,1,2,5,1,5,4,1,1,5,3,2,4,1,4,1,1,3,1,4,3,5,2,3,2,5,4,4,4,4,4,"yes","no",1.4,2.6,2.75,4,"United States",55,"Female","No","deg","part-time",35000,NA,3,0,"Large Town","Widowed",1,0,0.92,"Very High"
"3919",3919,2,3,3,3,3,3,4,4,4,3,2,3,3,2,3,3,2,4,4,4,4,2,2,2,4,4,3,3,3,2,3,3,4,3,3,2,2,3,3,3,3,3,3,4,2,"yes","yes",2.8,3.2,2.9,3,"United States",22,"Female","No","dip","full-time",25000,NA,3,0,"Small Town","Single",1,0,0.92,"Very High"
"3920",3920,3,3,4,3,3,1,1,5,2,2,1,4,3,2,3,5,3,3,2,3,4,1,3,2,3,2,4,4,4,2,3,4,2,3,3,2,3,4,4,4,1,3,3,2,1,"yes","no",3.2,2.66667,3.05,2,"United States",32.5,"Female","No","dip","full-time",25000,NA,1,10,"Small Town","Separated",1,0,0.92,"Very High"
"3921",3921,3,4,3,2,2,1,2,4,4,4,1,5,4,4,4,3,5,2,2,1,3,1,2,5,3,2,1,3,4,4,3,4,1,3,3,1,3,2,4,3,4,5,4,5,4,"yes","yes",2.8,3.06667,2.75,4.4,"United States",24,"Male","No","deg","student",NA,NA,0,0,"Village","Single",1,0,0.92,"Very High"
"3922",3922,3,3,2,2,2,2,1,2,1,2,1,1,2,4,3,4,2,2,1,2,3,2,4,5,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,"yes","no",2.4,2,2.9,2.8,"United States",32.5,"Male","No","ma","full-time",87500,NA,3,0,"Small Town","Single",1,0,0.92,"Very High"
"3923",3923,3,4,5,2,2,1,1,4,2,3,1,3,3,1,2,4,2,4,2,1,1,1,5,2,2,4,1,3,2,1,4,3,1,3,3,4,2,1,3,3,5,5,5,5,4,"yes","yes",3.2,2.26667,2.45,4.8,"United States",32.5,"Male","Yes","deg","full-time",55000,NA,3,0,"Rural/Country","Married",8,0,0.92,"Very High"
"3924",3924,2,3,3,3,3,2,1,5,1,2,1,1,5,4,3,3,1,4,1,3,3,1,2,2,1,2,2,3,2,1,5,1,3,2,4,1,1,4,3,3,1,2,2,1,4,"yes","no",2.8,2.46667,2.3,2,"United States",67.5,"Female","Yes","ltuni","full-time",35000,NA,6,0,"Rural/Country","Divorced",8,1,0.92,"Very High"
"3925",3925,5,5,4,3,3,1,1,2,4,3,5,2,3,3,4,2,2,3,3,4,4,2,3,4,2,3,5,3,4,4,4,4,2,3,3,4,4,4,5,3,2,2,2,2,2,"yes","no",4,2.8,3.5,2,"United States",28,"Male","No","ma","part-time",15000,NA,0,3,"Village","Single",1,0,0.92,"Very High"
"3926",3926,2,2,2,2,2,1,2,5,4,3,3,4,3,4,4,4,3,3,3,4,4,2,4,4,2,2,4,3,4,3,4,3,2,3,4,4,4,3,4,3,4,4,4,4,4,"yes","yes",2,3.33333,3.3,4,"United States",45,"Male","Yes","lthigh","full-time",150000,NA,0,0,"Large Town","Married",8,2,0.92,"Very High"
"3927",3927,5,4,4,4,4,4,5,4,5,4,5,5,5,5,4,5,1,4,5,5,4,4,4,5,4,3,5,5,5,5,1,4,4,4,5,2,3,5,1,5,2,2,2,3,2,"yes","yes",4.2,4.4,3.9,2.2,"United States",45,"Male","No","phd","full-time",67500,NA,0,0,"Small Town","Single",1,0,0.92,"Very High"
"3928",3928,3,3,4,1,1,1,3,5,4,3,2,3,4,3,4,3,5,3,4,3,3,3,3,2,3,2,2,3,2,2,4,3,3,2,4,5,3,5,2,4,4,5,5,5,4,"no","no",2.4,3.33333,3,4.6,"United States",67.5,"Female","No","ma","retired",55000,NA,1,0,"Large Town",NA,1,0,0.92,"Very High"
"3929",3929,3,4,1,2,1,2,2,3,3,3,4,3,5,4,4,3,3,5,3,3,4,3,5,5,3,3,4,3,4,5,4,5,3,3,5,5,4,5,4,5,2,3,1,2,1,"yes","yes",2.2,3.33333,4.1,1.8,"United States",37.5,"Male","Yes","deg","full-time",87500,NA,1,0,"Village","Married",7,2,0.92,"Very High"
"3930",3930,2,1,2,1,1,2,1,5,3,1,1,3,3,1,3,3,2,4,2,3,3,1,3,2,2,3,2,3,3,1,2,4,3,2,3,5,2,2,2,5,4,4,4,4,3,"yes","no",1.4,2.46667,2.65,3.8,"United States",28,"Male","No","phd","full-time",55000,NA,0,1,"Small Town","Single",1,0,0.92,"Very High"
"3931",3931,4,3,3,3,2,2,3,5,3,3,4,3,4,3,3,2,3,3,4,3,4,3,3,4,3,3,3,4,2,3,3,4,1,3,4,3,3,4,3,4,3,3,4,4,3,"yes","no",3,3.2,3.2,3.4,"United States",37.5,"Female","No","phd","full-time",NA,NA,4,0,"Small Town","Married",1,0,0.92,"Very High"
"3932",3932,4,3,5,4,4,1,1,5,2,3,4,2,4,2,2,5,3,5,2,4,4,2,5,5,2,4,5,5,4,1,4,5,3,4,4,5,5,4,4,5,5,5,5,5,5,"yes","yes",4,3,4,5,"United States",25,"Female","No","deg","full-time",35000,NA,2,0,"Small Town","Single",1,0,0.92,"Very High"
"3933",3933,3,2,4,4,5,5,5,5,5,5,2,5,5,5,5,5,4,5,5,4,4,4,5,5,4,1,4,4,4,3,4,4,4,4,4,5,5,5,4,4,3,3,3,3,2,"yes","yes",3.6,4.66667,4.05,2.8,"United States",28,"Male","No","ltuni","part-time",15000,NA,1,0,"Small Town","Single",1,0,0.92,"Very High"
"3934",3934,3,3,2,1,1,2,1,5,2,2,1,3,3,1,2,3,1,3,1,3,4,2,5,1,1,2,4,4,4,1,2,4,4,3,3,3,2,3,4,3,4,5,4,5,3,"yes","yes",2,2.2,2.95,4.2,"United States",22,"Male","No","deg","student",NA,NA,2,0,"Village","Single",1,0,0.92,"Very High"
"3935",3935,4,2,3,1,1,1,1,2,2,2,3,3,3,1,4,3,2,3,2,1,4,3,4,3,4,3,4,4,4,4,4,4,2,3,3,4,4,4,3,4,4,4,3,4,3,"yes","no",2.2,2.2,3.6,3.6,"United States",23,"Female","No","deg","student",15000,NA,1,0,"Village","Single",1,0,0.92,"Very High"
"3936",3936,4,4,4,3,4,4,2,3,3,2,3,4,4,2,2,5,3,5,3,4,4,3,4,3,3,4,3,4,3,2,3,3,3,4,4,4,4,3,5,4,3,3,4,3,3,"yes","yes",3.8,3.26667,3.5,3.2,"United States",32.5,"Male","No","deg","full-time",55000,NA,1,3,"Small Town","Single",1,0,0.92,"Very High"
"3937",3937,4,4,4,3,3,2,3,1,5,2,3,5,3,2,4,2,4,3,5,4,4,3,3,5,4,3,4,4,5,3,2,5,3,4,4,3,4,4,5,3,4,4,4,3,3,"yes","yes",3.6,3.2,3.75,3.6,"United States",28,"Female","No","ma","part-time",25000,NA,2,6,"Small Town","Single",1,0,0.92,"Very High"
"3938",3938,5,5,4,5,5,3,3,4,5,5,5,3,5,5,3,1,5,2,3,5,5,3,4,5,2,3,5,5,5,4,4,5,3,3,5,3,4,5,3,5,1,1,1,1,1,"yes","",4.8,3.8,4.05,1,"United States",37.5,"Male","No","deg","student",10000,NA,1,0,"Village","Single",1,0,0.92,"Very High"
"3939",3939,3,2,2,2,2,1,2,4,3,3,3,3,3,3,3,2,3,2,2,3,4,1,3,1,2,1,2,2,3,2,4,5,2,2,4,3,3,3,3,3,4,4,3,4,2,"yes","",2.2,2.66667,2.65,3.4,"United States",55,"Male","Yes","ma","full-time",87500,NA,NA,0,"Medium-Sized","Married",8,0,0.92,"Very High"
"3940",3940,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,2,2,2,1,"yes","yes",4.6,4.86667,4.55,1.6,"United States",28,"Male","No","ltuni","full-time",25000,NA,0,6,"Village","Single",1,0,0.92,"Very High"
"3941",3941,3,3,4,3,3,2,4,5,5,5,3,3,4,3,3,3,5,4,4,4,4,2,3,5,4,4,5,4,4,3,3,4,3,4,4,4,4,5,4,5,2,3,4,3,2,"yes","yes",3.2,3.8,3.9,2.8,"United States",32.5,"Female","No","ma","part-time",25000,NA,7,0,"Small Town","Single",1,0,0.92,"Very High"
"3942",3942,1,1,1,1,1,1,1,3,4,3,1,3,3,1,3,1,3,3,3,1,3,1,2,3,2,1,3,2,4,1,4,3,1,2,3,4,1,3,2,2,5,5,5,5,1,"yes","yes",1,2.26667,2.35,4.2,"United States",55,"Male","No",NA,"retired",67500,NA,5,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"3943",3943,3,2,4,3,3,1,1,1,3,3,4,2,3,1,2,1,1,1,1,4,3,2,1,4,4,3,4,4,5,1,3,5,1,1,2,4,2,3,3,4,3,3,3,3,2,"yes","no",3,1.93333,2.95,2.8,"United States",25,"Male","No","dip","full-time",150000,NA,3,0,"Village","Single",1,0,0.92,"Very High"
"3944",3944,4,3,2,3,3,1,3,3,5,2,5,5,3,1,5,4,5,2,5,5,5,3,5,5,5,4,3,3,4,3,5,5,1,2,3,4,1,3,5,5,5,5,5,3,5,"yes","yes",3,3.6,3.7,4.6,"United States",24,"Female","No","ltuni","student",67500,NA,2,0,"Village","Married",1,0,0.92,"Very High"
"3945",3945,4,4,3,2,2,4,1,3,3,4,5,5,5,2,3,4,3,3,2,4,4,3,4,1,4,2,4,3,5,5,3,5,3,4,5,5,5,4,5,4,3,2,3,5,4,"yes","yes",3,3.4,3.9,3.4,"United States",55,"Male","No","deg","part-time",NA,NA,0,0,"Village","Married",1,0,0.92,"Very High"
"3946",3946,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,2,"yes","yes",5,5,4.4,1.2,"United States",45,"Male","Yes","deg","part-time",67500,NA,4,0,"Village","Married",8,1,0.92,"Very High"
"3947",3947,3,3,2,3,3,2,3,2,3,3,4,3,3,3,3,4,3,2,2,3,3,2,4,3,3,3,2,3,3,2,4,2,2,3,4,2,2,3,2,3,3,3,3,3,2,"yes","no",2.8,2.86667,2.75,2.8,"United States",23,"Male","No","deg","student",15000,NA,1,0,"Large Town","Single",1,0,0.92,"Very High"
"3948",3948,4,4,4,3,3,3,2,5,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,1,4,3,5,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,"yes","yes",3.6,3.26667,3.6,4,"United States",55,"Female","Yes","ma","full-time",55000,NA,0,0,"Small Town","Divorced",1,3,0.92,"Very High"
"3949",3949,3,5,3,4,4,1,4,5,5,5,3,4,4,5,5,1,5,2,4,5,4,1,1,3,2,1,5,3,4,5,4,5,4,2,4,2,2,5,5,4,4,4,5,3,1,"yes","yes",3.8,3.86667,3.3,3.4,"United States",67.5,"Female","Yes","ma","full-time",67500,NA,6,0,"Rural/Country","Divorced",8,1,0.92,"Very High"
"3950",3950,3,2,3,2,3,4,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no",2.6,2.86667,3,3,"United States",32.5,"Female","Yes","ma","full-time",87500,NA,3,0,"Large Town","Married",8,1,0.92,"Very High"
"3951",3951,5,4,4,2,2,1,1,2,3,4,4,3,4,4,4,4,4,2,4,3,4,1,2,3,4,3,3,3,4,2,4,4,1,3,5,5,3,5,5,2,4,4,4,2,2,"yes","no",3.4,3.13333,3.3,3.2,"United States",28,"Female","Yes","ltuni","full-time",35000,NA,5,5,"Large Town","Married",8,0,0.92,"Very High"
"3952",3952,3,3,3,3,3,4,4,4,4,5,3,4,5,5,5,3,5,3,5,5,5,3,4,2,5,3,5,5,5,4,2,4,4,4,4,3,3,5,5,4,3,2,3,2,2,"yes","yes",3,4.26667,3.95,2.4,"United States",45,"Female","Yes","phd","part-time",67500,NA,0,7,"Large Town","Married",5,0,0.92,"Very High"
"3953",3953,5,5,5,5,5,4,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,3,4,4,3,4,3,5,5,5,5,5,4,4,4,3,5,5,5,1,1,1,1,1,1,"yes","yes",5,4.73333,4.1,1,"United States",45,"Male","Yes","lthigh","unemployed",25000,NA,0,0,"Village","Single",7,0,0.92,"Very High"
"3954",3954,5,5,5,5,5,5,1,5,3,5,5,5,5,4,5,4,2,5,3,5,5,5,4,3,5,2,5,4,5,5,4,5,5,4,5,5,5,5,5,5,1,4,1,1,1,"yes","yes",5,4.13333,4.55,1.6,"United States",37.5,"Male","Yes","phd","full-time",87500,NA,0,0,"Village","Married",8,1,0.92,"Very High"
"3955",3955,4,4,4,3,3,2,2,4,4,4,4,3,4,4,5,3,4,3,2,4,3,2,4,4,4,3,3,4,5,3,4,4,4,4,4,4,2,4,4,4,3,4,4,3,3,"yes","yes",3.6,3.46667,3.65,3.4,"United States",32.5,"Male","No","deg","student",25000,NA,1,0,"Small Town","Single",1,0,0.92,"Very High"
"3956",3956,2,3,3,3,2,2,2,1,2,4,3,3,4,3,3,1,5,3,2,5,5,1,2,1,5,2,3,4,5,3,4,5,4,3,4,5,5,5,5,5,4,4,4,4,3,"yes","yes",2.6,2.86667,3.8,3.8,"United States",55,"Female","Yes","phd","part-time",25000,NA,2,0,"Large Town","Divorced",1,1,0.92,"Very High"
"3957",3957,4,5,4,5,5,1,3,2,4,5,5,4,5,5,5,3,3,2,3,3,5,2,3,5,3,2,5,4,5,4,4,5,2,2,5,5,5,5,5,5,3,3,3,3,2,"yes","yes",4.6,3.53333,4.05,2.8,"United States",37.5,"Male","Yes","deg","full-time",150000,NA,1,0,"Village","Married",1,2,0.92,"Very High"
"3958",3958,3,2,4,4,4,1,1,1,1,3,1,1,2,2,2,4,1,4,1,3,2,2,1,1,3,2,3,4,3,1,1,4,3,2,3,3,2,2,3,3,4,4,4,4,4,"yes","no",3.4,1.86667,2.4,4,"United States",28,"Female","No","ma","student",25000,NA,3,0,"Village","Single",1,0,0.92,"Very High"
"3959",3959,4,4,4,3,2,2,2,2,3,4,2,2,3,1,3,5,2,4,3,5,5,3,4,3,5,4,3,4,4,3,3,4,4,4,4,5,5,5,5,5,3,5,2,2,1,"yes","no",3.4,2.86667,4.1,2.6,"United States",32.5,"Female","No","ma","part-time",25000,NA,0,4,"Village","Single",1,0,0.92,"Very High"
"3960",3960,2,2,2,2,2,1,1,5,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,5,1,1,1,1,1,1,1,1,1,4,4,4,4,3,"no","no",2,1.8,1.6,3.8,"United States",45,"Female","Yes","phd","full-time",150000,NA,13,0,"Rural/Country","Divorced",8,0,0.92,"Very High"
"3961",3961,4,4,3,3,3,2,1,5,2,3,4,1,5,2,3,4,2,4,1,4,5,4,5,1,4,4,3,3,4,1,4,5,4,4,4,5,5,5,5,4,3,3,3,2,1,"yes","no",3.4,2.86667,3.95,2.4,"United States",45,"Male","No","ma","full-time",35000,NA,2,0,"Village","Single",1,0,0.92,"Very High"
"3962",3962,4,3,4,3,3,1,2,5,3,2,2,2,3,3,3,2,4,4,2,4,4,2,3,4,2,3,2,4,4,2,2,3,2,1,4,3,3,4,3,3,3,3,3,3,4,"yes","yes",3.4,2.8,2.9,3.2,"United States",67.5,"Male","No","deg","retired",NA,NA,0,0,"Large Town","Married",1,0,0.92,"Very High"
"3963",3963,2,1,2,2,2,2,1,2,2,2,1,3,3,2,4,2,1,2,2,2,4,3,1,1,5,3,4,3,3,2,3,4,3,3,3,3,3,4,4,5,3,3,4,4,3,"yes","yes",1.8,2.06667,3.2,3.4,"United States",45,"Female","Yes","phd","full-time",150000,NA,7,1,"Village","Married",7,0,0.92,"Very High"
"3964",3964,4,3,3,2,2,1,3,3,4,2,2,4,3,3,3,3,3,3,4,3,3,2,2,3,4,3,3,4,4,2,4,4,4,3,4,4,3,4,4,4,5,5,4,5,4,"yes","yes",2.8,2.93333,3.4,4.6,"United States",28,"Female","No","deg","full-time",67500,NA,5,1,"Small Town","Married",1,0,0.92,"Very High"
"3965",3965,3,2,3,2,2,1,1,2,2,2,1,2,2,2,3,4,2,4,2,1,3,1,2,2,3,3,2,4,2,3,2,3,2,3,2,3,2,2,3,3,4,4,3,4,4,"no","no",2.4,2.06667,2.5,3.8,"United States",45,"Male","Yes","phd","full-time",150000,NA,5,7,"Rural/Country","Married",8,1,0.92,"Very High"
"3966",3966,3,3,2,3,3,1,3,5,5,3,2,3,4,3,4,3,5,4,5,2,4,1,2,4,2,1,4,3,3,4,3,4,5,2,3,1,2,2,4,4,4,4,5,5,2,"yes","yes",2.8,3.46667,2.9,4,"United States",67.5,"Female","Yes","ma","retired",25000,NA,0,0,"Small Town","Divorced",1,2,0.92,"Very High"
"3967",3967,5,4,4,2,2,3,3,3,5,2,3,4,4,2,5,3,4,3,5,5,5,5,3,1,1,3,5,4,5,5,3,4,4,4,4,4,3,5,4,4,3,3,3,3,1,"yes","yes",3.4,3.6,3.8,2.6,"United States",45,"Female","Yes","deg","full-time",10000,NA,0,0,"Small Town","Married",1,1,0.92,"Very High"
"3968",3968,1,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,3,5,3,2,1,2,1,1,3,1,2,2,1,1,2,1,3,5,5,5,5,3,"no","no",1.4,1.4,1.9,4.6,"United States",45,"Female","Yes","ma","unemployed",150000,NA,1,0,"Small Town","Married",1,1,0.92,"Very High"
"3969",3969,4,4,4,2,2,1,1,1,1,1,3,2,1,2,2,4,1,1,1,4,2,2,2,4,1,1,3,3,3,1,5,2,1,2,2,2,2,1,5,1,3,2,2,2,1,"yes","yes",3.2,1.73333,2.25,2,"United States",28,"Male","No","ma","full-time",87500,NA,2,0,"Village","Single",1,0,0.92,"Very High"
"3970",3970,2,2,1,1,1,1,2,2,3,2,1,1,3,2,3,1,2,3,2,3,2,1,2,3,1,2,1,2,2,2,4,2,3,1,2,3,2,3,2,1,4,3,4,4,3,"no","no",1.4,2.06667,2.05,3.6,"United States",37.5,"Female","Yes","ma","full-time",87500,NA,6,5,"Village","Married",8,0,0.92,"Very High"
"3971",3971,3,3,4,3,3,1,3,5,3,3,1,3,3,2,3,3,3,4,3,3,3,2,3,1,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,"yes","yes",3.2,2.86667,3.1,3.8,"United States",45,"Female","No","phd","unemployed",NA,NA,0,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"3972",3972,3,3,3,3,3,2,2,2,3,2,3,3,4,2,3,3,4,3,2,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,3,4,4,3,4,3,2,4,2,3,2,"no","yes",3,2.73333,2.8,2.6,"United States",45,"Male","No","ma","full-time",87500,NA,1,9,"Small Town","Married",1,0,0.92,"Very High"
"3973",3973,3,4,2,2,2,1,2,5,4,3,1,3,3,2,3,2,4,2,3,3,3,2,2,5,1,2,2,4,3,2,4,4,3,1,4,3,3,4,4,5,4,3,4,5,1,"yes","yes",2.6,2.73333,3.05,3.4,"United States",37.5,"Female","Yes","ma","part-time",55000,NA,0,3,"Large Town","Married",8,1,0.92,"Very High"
"3974",3974,2,3,2,2,2,2,1,5,2,3,1,1,1,1,2,3,3,4,1,3,4,1,1,1,3,2,3,3,3,1,3,3,4,2,5,4,3,3,3,4,4,3,3,3,2,"yes","no",2.2,2.2,2.8,3,"United States",55,"Female","No","phd","full-time",87500,NA,8,0,"Village","Married",1,0,0.92,"Very High"
